id,genres
5968,Comedy Romance
92348,Documentary Foreign
1647,Action Thriller
65300,Horror Thriller Drama Mystery Science Fiction
4628,Adventure Drama Action Thriller Foreign
4193,Thriller Crime Mystery Drama
3028,Comedy Horror Science Fiction
124963,Crime Drama War
72340,Comedy Crime
25872,Action Comedy Drama Family Music Romance
83562,Comedy Drama War
127,Drama
27726,Drama Horror Fantasy
1563,Documentary
2262,Crime Drama
46925,Drama Comedy Family
6038,Action Adventure Comedy Western
1956,Mystery Drama Adventure
26172,Action Crime Thriller
31598,Action Drama Thriller
4911,Action Crime Drama Thriller
102,Drama Romance
41820,Drama Foreign Mystery Romance Thriller
7015,Crime Drama
6524,Comedy
77233,Fantasy Drama Comedy Science Fiction
979,Drama Thriller Crime Mystery
1591,Drama
455,Comedy Drama Romance
8996,History Drama
2671,Horror Thriller
6171,Drama Horror Science Fiction Thriller
80243,Comedy Drama
51927,Documentary Drama Foreign
6016,Crime Drama Thriller
1817,Thriller Drama
7294,Romance Comedy Drama
2662,Horror
107569,Drama Comedy
2832,Mystery Thriller
31932,Thriller
1816,Drama Music
604,Adventure Action Thriller Science Fiction
1555,Drama Comedy Romance
310,Fantasy Comedy
5146,Action Comedy
12,Animation Family
2260,Documentary
584,Action Crime Thriller
1088,Drama Family
47423,Action Comedy Thriller Crime
111815,Drama
8092,Drama
290,Comedy Drama
2470,Comedy Drama Romance
2263,Crime Drama Romance Thriller
2071,Mystery Thriller
57476,Comedy Science Fiction
170,Horror Thriller Science Fiction
70912,Drama History Thriller Crime Romance Foreign Comedy
1927,Drama Action Science Fiction
296,Action Thriller Science Fiction
302,Thriller Crime
22,Adventure Fantasy Action
8698,Fantasy Action Thriller Science Fiction
554,Drama History Romance
8961,Adventure Action Comedy Thriller Crime
3472,Crime Drama Thriller
25921,Comedy Drama Music
1996,Action Adventure Fantasy Thriller
4464,Drama History
54580,Drama
4613,Comedy Crime
8273,Comedy Romance
8094,Drama
26195,Drama
125952,Drama Foreign
78041,Action Comedy
26755,Documentary
3101,Action Comedy Crime
6466,Horror
2055,Western
2771,Comedy Drama
48791,Drama Adventure
8992,Comedy Drama Romance
30970,War Drama Romance
54986,Drama Romance
26225,Drama Action Crime
26198,Horror
2891,Drama
38304,Drama Romance
26246,Documentary
124839,Music Documentary
513,Drama Romance
32316,Comedy
2830,Comedy Romance
33255,Documentary
333,Comedy Drama Music Romance
112961,Comedy Romance
2722,Romance Drama
1415,Comedy Drama Crime
7270,Comedy Drama Crime Thriller
1428,Action
153,Drama
2687,Comedy Fantasy Science Fiction
277,Fantasy Action Thriller
61401,Documentary
7288,Action Comedy Thriller
54243,Action Drama Family
5653,Drama History
321,Comedy Romance
20,Drama Romance
5168,Documentary
837,Horror Mystery Science Fiction
1358,Documentary
51300,Comedy Drama Romance
650,Crime Drama
49291,Drama Action Thriller Crime
4543,Comedy
7442,Drama Crime Thriller
6723,Action Crime Drama Thriller
71940,Romance Drama Western
26850,Crime Drama Thriller
116094,Drama Romance
2116,Thriller Crime Drama
1584,Comedy Music
2056,Drama Comedy
4997,Crime Drama Mystery Thriller
322,Thriller Crime Drama Mystery
24,Action Crime
1550,Comedy Drama
5493,Action Adventure Science Fiction
4256,Comedy
1807,Drama Crime
67809,Drama
1376,Crime Drama
2348,Comedy
27450,Romance Drama Crime
43708,Comedy
605,Adventure Action Thriller Science Fiction
1277,Romance Drama
1836,Drama Horror
508,Comedy Romance Drama
8619,Adventure
4970,Horror Thriller
470,Drama Crime Thriller
1702,Action Horror Science Fiction Thriller
4823,Drama Thriller Romance
860,Thriller Science Fiction
6472,Comedy Drama Thriller
5143,Comedy Drama
8010,Action Fantasy Science Fiction
2297,Comedy Drama Mystery
951,Comedy
5765,Mystery Thriller
2007,Drama
2612,Fantasy Comedy Science Fiction Romance
2611,Comedy Romance
1825,Action Drama
3176,Drama Thriller Adventure
2047,Action Crime Drama Thriller
8222,Comedy Drama Romance
483,Comedy Crime Thriller
6069,Fantasy Horror Comedy
79,Drama Adventure Action History
81,Adventure Animation Fantasy
70423,Drama
4368,Horror
2742,Crime Drama
120637,Comedy Romance Foreign
616,Drama Action War History
587,Adventure Fantasy Drama
6964,Drama Comedy Romance
1792,Comedy
3635,Drama Romance
122,Adventure Fantasy Action
8696,Comedy
47952,Comedy Drama Foreign War
504,Crime Drama
2289,Drama
42418,Adventure Drama Family
26710,Comedy
31026,Drama
5966,Comedy Romance
6277,Action Comedy
42094,Romance Comedy
2017,Action Crime Drama Mystery Thriller
73515,Drama
27329,Drama Foreign History War
1954,Science Fiction Thriller
1278,Drama Romance
1824,Comedy Romance
44674,Crime Drama
337,Drama
2099,Action Crime Thriller
6470,Action Adventure
8842,Romance Drama
615,Drama
338,Comedy Drama Romance
2023,Western Adventure
25935,Crime Drama Mystery
1586,Thriller Mystery
156,Comedy Drama Romance
2778,Comedy Family
142168,
40752,Comedy
924,Fantasy Horror Action
38,Science Fiction Drama Romance
4377,Drama Crime Foreign
1720,Drama
5516,Comedy Crime Thriller
553,Crime Drama Thriller
1487,Fantasy Action Science Fiction
2122,Comedy Thriller Crime
68347,Horror Science Fiction
4365,Comedy Horror Science Fiction
393,Action Crime Thriller
7220,Action Crime Drama
33823,Documentary
237,Drama Thriller Crime Romance
7131,Horror Adventure Action
652,Adventure Drama War
42015,Comedy Drama
57811,Drama Thriller Romance Foreign
4339,Comedy Drama Foreign
5247,Drama Mystery Thriller
1373,Drama Fantasy
700,Adventure Action Thriller
26976,Drama TV Movie
294,Drama Romance
26670,Comedy
5842,Action Horror
27171,Comedy Romance
27786,Action Adventure Science Fiction
5248,Comedy
26133,Drama
2817,Drama Comedy Romance
1394,Drama Romance
781,Drama
26612,Adventure Family
77780,Drama Comedy
1926,Drama
465,Romance Drama
876,Action Adventure Fantasy Science Fiction
1583,Comedy
57946,Comedy
5521,Drama Thriller
107499,Drama
7090,Drama
4552,Drama Horror Mystery
4291,Comedy Drama Family
113,Drama
105130,Crime Comedy Action
62383,Comedy
316,Comedy Drama
3072,Drama Horror Science Fiction
250,Action Comedy Crime
43267,Comedy
42013,Drama Comedy
51182,Documentary
823,Animation Science Fiction Thriller
5071,Drama Music Romance
4507,Comedy Drama Romance
870,Drama Romance
809,Adventure Animation Comedy Family Fantasy
435,Action Adventure Science Fiction Thriller
4599,Drama Comedy Romance
673,Adventure Fantasy Family
246,Adventure Drama Action
2789,Action Science Fiction
8920,Animation Comedy Family
26886,Drama Mystery
26254,Documentary
26142,Drama
46976,Comedy Drama Foreign Romance
8341,Romance Drama Adventure
3515,Drama Action Thriller Crime
594,Comedy Drama
8981,Drama Family
1944,Drama
1997,Adventure Drama Family
72096,Drama Comedy Music Romance
25783,Documentary
8991,Horror Action Comedy Science Fiction
3293,Documentary Drama
2330,Action Comedy Crime
2334,Action Comedy
33994,Drama
1777,
161080,Action Comedy Drama
558,Action Adventure Fantasy
80,Drama Romance
8699,Comedy
2048,Action Science Fiction
436,Drama Thriller Crime
36630,Drama Romance Thriller
2502,Action Drama Thriller
314,Action Crime
27307,Comedy Romance Family
89482,Adventure War Drama
1783,Action Comedy Drama History
99859,Thriller
6947,Drama Mystery Thriller
401,Comedy Drama Romance
1538,Drama Crime Thriller
2577,Drama Romance Science Fiction Thriller
60760,Crime Thriller Foreign Comedy
395,Adventure Science Fiction Action
32298,Comedy Drama Romance
124029,Comedy
124,Drama Fantasy
41762,Drama Music
1577,Horror Action Science Fiction
5137,Mystery Action Thriller Science Fiction Adventure
2003,Drama
26486,Action Comedy
1653,Drama
747,Horror Comedy
26230,Comedy Horror Science Fiction
132422,Drama Action Comedy
27816,Horror
27815,Horror
1599,Comedy Romance
26108,Comedy Drama Romance
4380,Drama Romance Comedy
3989,Music Adventure Animation Action Comedy
101887,Comedy Drama
2319,Fantasy Drama Science Fiction Family
1970,Horror Mystery Thriller
8849,Comedy
4553,Thriller Drama
48678,Comedy Drama
126148,
176,Horror Mystery Crime
1677,Drama Music
5255,Adventure Animation Family Fantasy
866,Drama
4251,Drama Romance
2059,Adventure Action Thriller Mystery
140,Crime Drama Romance Thriller
1966,War History Action Adventure Drama Romance
26347,Drama History
2288,Drama Romance
163,Thriller Crime
8424,Drama Comedy Romance
30996,Thriller Horror Mystery
86295,Action Adventure Drama
6341,Science Fiction Action Thriller Crime Drama
27679,Adventure Comedy Crime
7012,TV Movie Science Fiction Drama
32689,Drama Comedy Crime Romance
232,Action Adventure Crime Drama Romance
30707,Drama
1884,Adventure Family Fantasy Science Fiction TV Movie
108241,Drama Comedy
33138,Documentary
8221,Drama Comedy
8868,Comedy Animation Family Adventure
27064,Drama
31600,Drama Action
26555,Comedy Drama Romance
42021,Romance Comedy Drama
4043,Comedy Drama Romance
2172,Adventure
8852,Horror
49815,Drama
8677,Action Drama Mystery Thriller
26369,Horror Comedy Adventure
49314,Drama
116345,Drama
93457,Drama
4271,Comedy
2927,Science Fiction
25943,Fantasy Comedy Science Fiction
27274,Comedy Horror Science Fiction
1662,Drama Action Thriller Crime
31923,Drama Comedy
1483,Fantasy Horror
4539,Documentary
31696,Mystery Thriller Crime
6463,Comedy Drama
5048,Drama Fantasy
41792,Drama Comedy
94666,Comedy Drama Romance
47714,Drama
48150,Drama Romance
5051,Drama History
5187,Comedy Drama Romance
8983,Animation Mystery Thriller
100167,Drama
2061,Action Crime Drama Thriller
148478,Drama
2460,Drama Romance Science Fiction
74097,Comedy
26124,Crime Drama Thriller
116008,Comedy Drama
8765,Thriller Fantasy Science Fiction
26644,Mystery Fantasy Drama
26215,Horror Thriller
5470,Action Science Fiction Thriller Adventure Horror Fantasy
1283,Comedy Crime
8697,Adventure Action Comedy Thriller
7096,Adventure Drama Fantasy
344,Crime Action Comedy
55257,Romance Comedy Drama
3716,Adventure Comedy Romance
9011,Fantasy Horror Thriller
2332,Action Comedy Crime
5458,Drama Romance Thriller
54491,Animation Family
844,Fantasy Drama Science Fiction Romance
2463,Drama Action Thriller Crime
32166,Horror Mystery Thriller
52666,Drama Thriller Crime Foreign
33253,Comedy Crime Thriller
26245,Horror
467,Crime Drama Horror Thriller
38294,Comedy Drama
2899,Family Fantasy Comedy Adventure
3577,Drama Thriller
2440,War Drama Thriller
41714,Drama
919,Fantasy Animation Horror Comedy Thriller Science Fiction
211,Comedy Drama
6382,Comedy Foreign
2191,Thriller Drama Science Fiction
437,Thriller Science Fiction Mystery
4592,Comedy Romance
2111,Drama Foreign
4612,Action
4689,Action Drama Thriller
5552,Drama Action Science Fiction
4326,Comedy Drama
26491,Drama Romance
32250,Horror
5844,Action Drama Science Fiction Thriller Horror
49007,Drama
3177,Action Thriller
4972,Comedy
2841,Drama
363,Drama Romance
4254,Comedy Drama
25757,Action Comedy Thriller
670,Drama Thriller Mystery Action
1913,Drama
2539,Comedy
5528,Drama
1114,Documentary Drama
179,Crime Thriller
83,Drama Thriller
26766,Documentary
4836,Drama Thriller Crime
3396,Comedy Documentary
1404,Drama
464,Romance Drama Comedy Music
5889,Adventure Drama Action Thriller Romance
1126,Drama Thriller
1392,Documentary
1843,Documentary Music
33102,Action Comedy Science Fiction
291,Documentary
88138,Drama
5460,Drama Thriller Romance
4896,Comedy Drama
3509,Animation Science Fiction Thriller
33150,Documentary
70,Drama
56616,Comedy Drama Foreign
205,Drama History War
150523,
118,Adventure Comedy Family Fantasy
1280,Drama Romance Crime
421,Adventure Comedy Drama
2567,Drama
6478,Drama Music
1901,Comedy Drama Romance
693,Comedy Romance
842,Drama History Thriller
1853,Documentary
79008,Comedy
7229,Comedy Crime
2091,Crime Thriller
6439,Comedy
7214,Drama
26488,Comedy Drama
27549,Action Adventure Fantasy Science Fiction
342,Comedy Drama
613,Drama History War
273,Drama
8978,Thriller
8968,Thriller Horror Drama Mystery
6961,Comedy Romance
31165,Drama
2517,Drama
2436,Action Adventure Comedy Science Fiction
6317,Drama History
42011,Comedy Crime
7454,Action History Horror
4935,Fantasy Animation Adventure
8953,Animation Fantasy Science Fiction
41569,Documentary Foreign
8488,Comedy Drama Romance
561,Drama Fantasy Horror
8340,Drama
6414,Drama
3040,Fantasy Action Thriller
30698,Drama Fantasy Science Fiction
5204,Comedy Crime Thriller
4974,Drama Romance
4551,Comedy Crime
30856,Documentary History War
26,Drama
2026,Mystery Drama Thriller Crime
43912,Drama Family
6593,Action Drama Fantasy Foreign Science Fiction
33539,Animation Family Adventure
1918,Drama
438,Mystery Science Fiction Thriller
1589,Romance Comedy Music
540,Action
48598,Comedy Drama Romance
47007,Romance Drama Crime
158,Comedy Crime
1772,Drama
47237,Drama Comedy
187,Action Thriller Crime
7364,Action Adventure Comedy Drama Mystery
52796,Drama
27271,Action Drama
2029,Comedy
3875,Drama
7342,TV Movie Drama Horror
33641,TV Movie Action Horror Comedy Science Fiction Thriller
32128,Action Drama
64167,Drama
7453,Adventure Comedy Family Science Fiction
6183,Romance Comedy Drama
8220,Drama Comedy
30863,Animation Comedy Science Fiction
8976,Comedy
27360,Comedy Crime
1495,Drama Action Adventure History War
1640,Drama
26810,Drama
2444,Drama
1279,Drama
1895,Science Fiction Adventure Action
4379,Romance Comedy
85014,Action Comedy Fantasy
27,Drama Music Romance
953,Family Animation
26825,Documentary
921,Romance Drama History
787,Action Comedy Drama Thriller
272,Action Crime Drama
5845,Action Horror
2287,Documentary
1382,Comedy Drama
276,Drama Comedy
38046,Action Science Fiction
2151,Comedy Horror Science Fiction
115565,Drama Crime Mystery Thriller
2095,Thriller Action
74,Adventure Thriller Science Fiction
1667,Documentary Family
100196,Comedy Drama Romance
7233,Comedy Family
78344,Comedy Drama
9009,Drama Horror Thriller
1553,Drama Thriller
1826,Comedy Drama Romance
36401,War Drama Romance
1635,Action Thriller Science Fiction Adventure
1696,Drama Horror Crime
1665,Drama
5237,Horror Mystery Thriller
308,Comedy Drama Mystery Romance
5319,Drama Romance
6519,Action Adventure Comedy
25956,Drama Action Thriller Crime Foreign
1444,Comedy Drama
8292,Action Crime
501,Documentary
25975,Documentary
27217,Drama Foreign
52660,Comedy Mystery TV Movie Horror Fantasy
6957,Comedy Romance
1917,Thriller
445,Mystery Drama Thriller
4442,Adventure Fantasy Action Comedy Thriller
1985,Drama Mystery Thriller
9007,Comedy Fantasy Romance
1830,Crime Drama Thriller
7182,Horror Thriller
340,Comedy Drama
1546,Comedy Drama
8814,Adventure Action Horror
8202,Action Science Fiction
3118,Comedy Foreign Horror
2125,Action Science Fiction Thriller
1947,Drama
49220,Drama
8643,Crime Drama Horror Thriller
3933,Romance Fantasy Animation Music
8923,Crime Drama
59,Drama Thriller Crime
257,Crime Drama Family
398,Crime Drama
647,Action Adventure Animation Fantasy
349,Comedy
27176,Drama
533,Adventure Animation Comedy Family
5236,Action Comedy Crime Mystery
5471,Action Adventure Drama Fantasy
3527,Drama Music
38583,Romance Drama Thriller
77468,Romance Drama
142,Drama Romance
45899,Family Drama Romance
3291,Drama History
791,Horror Thriller
2610,Comedy Drama Romance
1656,Action Adventure
41566,Documentary Music
6963,Comedy Drama
215,Horror
2313,Comedy Drama Romance
1951,Drama
25,Drama War
105299,Comedy
231,Drama Thriller
8999,Drama Thriller
4348,Drama Romance
47540,Drama Mystery Romance
674,Adventure Fantasy Family
69,Drama Music Romance
1833,Drama Romance
65045,
6795,Family Fantasy Science Fiction Adventure
7301,Comedy Drama Romance
1420,Drama Comedy
9005,Action Adventure Comedy Crime Drama Thriller
116,Drama Thriller Crime Romance
67,Thriller Crime Drama
411,Adventure Family Fantasy
254,Adventure Drama Action
1904,Drama History Romance
2008,Fantasy Drama Action Thriller Romance
2777,Drama
612,Drama Action History Thriller
546,Drama
2800,Comedy
33081,Drama Thriller Science Fiction Romance Foreign
107667,
6935,Action Crime Drama
4550,Drama Thriller
6934,Drama
1690,Horror
834,Fantasy Action Science Fiction Thriller
25890,Comedy
27742,Drama Horror
2455,Drama Comedy Crime
43626,Action Drama Thriller
7295,Thriller Mystery Drama
2117,Drama History
1969,Action Comedy Western Crime
17,Horror Thriller Mystery
31894,TV Movie Drama History War
30712,Comedy Crime
292,Comedy Documentary Music
77291,Drama Crime Music Romance Foreign
1544,Drama Comedy Romance
33799,Crime Drama
5145,Drama Action Thriller Crime
7304,Action Crime Drama Thriller
2207,Action Adventure Crime Thriller
6877,Comedy
950,Animation Family Comedy Adventure
7483,Drama
1967,Drama Romance
752,Action Thriller Fantasy
388,Crime Drama Thriller
868,Crime Drama
1379,Crime Drama
582,Drama Thriller
186,Drama Thriller Crime Mystery
8410,Drama Science Fiction
219,Comedy Drama Romance
3093,Crime Mystery Thriller
460,Comedy
8998,Comedy Drama Romance
44947,Drama History Music
4441,Drama Romance
4257,Comedy
2652,Drama Thriller
5820,Action Thriller Crime
588,Horror Mystery
1557,Drama Thriller
8982,Action Crime Drama Thriller
956,Adventure Action Thriller
1416,Thriller Drama
5717,Drama
503,Adventure Action Drama Thriller
591,Thriller Mystery
920,Animation Adventure Comedy Family
101908,Drama
26116,Action Thriller
806,Drama Horror Thriller
2044,Romance Drama Mystery
350,Comedy Drama Romance
58,Adventure Fantasy Action
1819,Comedy Romance
2295,Comedy
4474,Fantasy Drama Action Comedy Crime Science Fiction
4962,Drama Comedy Romance Foreign
1887,Drama History
1611,Drama Comedy
1781,Documentary
8997,Horror Action Thriller Science Fiction
26567,Drama
27320,Horror
410,Comedy Drama
31692,Action Adventure Crime Drama Thriller
8008,Drama
7872,Documentary Drama
773,Comedy Drama
126090,Comedy Drama
36576,Crime Comedy
1164,Drama
26826,Comedy Drama
81312,Drama Comedy Romance Foreign
5070,Comedy Romance
326,Action Crime Horror Thriller
512,Comedy Mystery
1593,Action Adventure Comedy Family Fantasy
1852,Drama History Thriller
1262,Comedy Drama Fantasy Romance
82,Action Adventure Crime Thriller
1986,Drama
2805,Romance Comedy Action
47880,Comedy Drama
31032,Comedy Drama
1948,Action Thriller Crime
148,Drama Romance
5289,Drama Action Crime
1023,Drama Comedy Crime
2168,Drama
1165,Drama
7291,Crime Drama Thriller
4913,Drama
64499,Drama
271,Adventure Drama Fantasy Family
1116,Drama History War
5072,Horror Comedy Thriller
2566,Drama
1249,Drama Thriller Crime
171771,Drama
1776,Documentary
1963,Drama Romance
1381,Drama Adventure Science Fiction Romance
300,Comedy Drama Fantasy
6948,Mystery Horror Thriller
390,Drama Foreign Thriller
1595,Drama History War
1622,Drama Thriller Mystery
1666,Documentary
1579,Action Adventure Drama Thriller
119907,
1717,Drama Thriller
2753,History Drama
496,Comedy
1417,Fantasy Drama War
4643,Action Adventure Drama
7484,Adventure Animation Family
1422,Drama Thriller Crime
8332,Thriller Crime Drama
1975,Horror Thriller
8975,Action Adventure Drama Thriller
39183,Documentary
86,Drama Romance
1440,Romance Drama
1523,Drama
1378,Romance Drama Comedy
1124,Drama Mystery Thriller
3683,War Drama History
4285,Comedy Drama
8194,Crime Drama
5890,Action
6077,Action Thriller
214,Horror Thriller Crime
1123,Action Drama Thriller
1427,Crime Fantasy Drama
2152,Documentary
8588,Drama History
2357,Comedy Drama
1581,Comedy Romance
313,Romance Drama
2179,Comedy Music
2447,Drama History
1372,Drama Thriller Action
54910,Drama
2486,Fantasy Action Adventure Family
1246,Drama
46948,Drama
1247,Drama Thriller History
1125,Drama
1646,Crime Drama
1730,Horror Drama Mystery Thriller
8618,Comedy Drama
1259,Drama Romance
27067,Romance Drama
182,War Crime Drama Mystery Romance Thriller
1251,Action Adventure Drama War
5393,Animation Comedy Family Fantasy Science Fiction
1931,Drama Music
8275,Comedy
79767,Drama Comedy
27095,Drama
4283,Adventure
7457,Crime Drama
8398,Action Horror Crime
3549,Drama
1265,Adventure Drama Family
1257,Comedy
1248,Crime Drama Thriller
5206,Comedy
1252,Drama Thriller Crime Romance
2062,Animation Comedy Family Fantasy
2266,Drama Romance
5172,Adventure Comedy Drama Science Fiction
2016,Drama History War
47200,Crime Drama Romance
1250,Thriller Action Fantasy Horror
4169,Drama Thriller Crime History
3594,Thriller Drama Mystery
26655,Comedy Drama Family
4638,Crime Action Comedy
1993,History Drama Romance
97548,Drama
6443,Drama
1738,Action Science Fiction Thriller
1253,Drama Romance
1949,Crime Drama Mystery Thriller
7006,Thriller Drama Horror Fantasy
8965,Fantasy Animation Science Fiction Family Action
1271,Action Adventure War
2267,Adventure Family
6691,Drama Comedy Romance
1255,Horror Drama Science Fiction
31040,Drama History Romance Thriller
2977,Drama Romance
5413,Drama
27919,Drama
2355,Drama
7485,Action Drama Mystery Thriller Crime
1273,Adventure Animation Comedy Family
4657,Crime Drama Mystery Thriller
8199,Drama Romance Science Fiction
56474,Comedy Drama
5177,Comedy Drama
8270,Crime Drama Thriller
1683,Thriller Horror
1267,Animation Comedy Family
1272,Science Fiction Thriller
1590,Drama
7183,Crime Drama Mystery Thriller
1534,Adventure
1407,Romance Music Drama
1441,Drama Action Thriller Crime
6145,Thriller
1987,Horror Crime Drama
1268,Family Comedy
559,Fantasy Action Adventure
1950,Drama Romance
4977,Animation Drama Mystery Science Fiction Thriller
27904,Drama Romance
2269,Fantasy Horror
1919,Drama Romance
4964,Comedy Romance Drama
2976,Family Comedy Music Romance
8421,Documentary Foreign
1562,Horror Thriller Science Fiction
810,Fantasy Adventure Animation Comedy Family
5723,Drama Music Romance
285,Adventure Fantasy Action
3432,Drama Crime Mystery Thriller
1872,Action Adventure Horror Thriller
5488,Drama Comedy Romance
8748,Comedy Romance
3489,Crime Mystery Thriller
298,Crime Thriller
2241,Comedy
1990,Mystery Crime Drama
1979,Adventure Fantasy Action Thriller
45664,Documentary
1991,Action Thriller
33294,Drama
25875,Drama Horror Thriller Science Fiction Mystery
54934,Drama
2359,Documentary
442,Comedy Drama
1988,Drama Thriller
3021,Horror Thriller
2196,Comedy Drama
1571,Action Thriller
2959,Comedy
6022,Drama Romance
2698,Fantasy Comedy Family
1858,Adventure Science Fiction Action
675,Adventure Fantasy Family Mystery
3563,Comedy Romance
27683,Drama Romance
4688,Adventure Drama Music Romance
27359,Drama Fantasy
101897,Adventure Comedy
32444,Comedy Drama
2270,Adventure Fantasy Romance Family
35,Animation Comedy Family
5857,Crime Horror Mystery Thriller
3638,Comedy
6589,Action Adventure Comedy Family
8669,Comedy Drama
2503,Action Drama Mystery Thriller
155386,
4516,Comedy
8141,Comedy Crime Thriller Romance
59995,Drama Romance
8363,Comedy
4658,Documentary Family
5956,Drama Thriller Horror
6535,Drama
1127,Drama
1393,Documentary Drama
2701,Drama
5174,Action Comedy Crime Thriller
3542,Drama Romance
4349,Thriller Action Drama
4858,Science Fiction Thriller
2082,Horror
1845,Comedy Romance
81700,Drama
2335,Action Comedy
4351,Crime Drama Mystery
2882,Romance Drama
84242,Drama
1992,Horror Action Thriller
5176,Western
4141,Action Thriller Comedy Crime
4347,Drama Romance
523,Drama Horror
2009,Drama
4413,Crime Drama Thriller
6973,History Drama Thriller Crime Mystery
7913,Drama
4629,Drama Romance
5353,Action Adventure Thriller Drama
2252,Thriller Crime Mystery
6641,Comedy Romance
5915,Adventure Drama
4588,Action Drama Romance Thriller
2728,Action Comedy
2274,Adventure Drama Fantasy Family Thriller
7211,Comedy Romance Drama
4538,Adventure Drama Comedy
2001,Drama Crime Thriller
4517,Drama History Romance
4566,Drama Mystery Crime
4520,Drama Thriller
6615,Comedy Romance Drama
4513,Horror Thriller
5125,Drama Thriller
3877,Drama
8954,Drama Crime Thriller
4771,Crime Drama Mystery
4512,Action Drama Western
1922,Drama
2011,Animation Drama
5708,Drama
5951,Comedy Drama Romance
114033,Documentary
33688,Comedy
90374,
27827,Documentary
3603,Horror Comedy
2014,Drama
663,Horror Thriller Crime
27276,Drama Foreign Fantasy Horror
2015,Drama
7347,Drama Action Crime
5718,Comedy Drama
5126,Drama
4982,Drama Crime
5559,Family Animation Adventure Comedy
25755,Comedy Drama Fantasy Romance Science Fiction
2013,Drama
6977,Crime Drama Thriller
4953,Drama Comedy
26336,Documentary Romance
5123,Family Drama Music
5817,Drama Comedy Music
43987,Action Comedy
4515,Action Adventure Drama History
5375,Action Comedy Drama
2310,Adventure Action Animation
2284,Comedy
6639,Drama Romance
4723,Comedy Science Fiction Thriller
5876,Science Fiction Horror Thriller
4523,Comedy Family Fantasy Romance
1620,Action Crime Drama Thriller
2268,Adventure Fantasy
6479,Drama Horror Action Thriller Science Fiction
6477,Comedy Music Family Fantasy Animation
7249,Animation Comedy Science Fiction
3902,Drama Music
8272,Drama
6537,Horror Drama Thriller
7326,Comedy Drama Romance
1874,History Drama
1989,Drama Romance
64942,Drama
7350,Drama Comedy
7979,Drama
157373,
6637,Action Adventure Mystery Thriller
7345,Drama
6538,Comedy Drama History
440,Fantasy Action Science Fiction Thriller Horror
6575,Comedy Music
6076,Drama Comedy Romance
111854,Comedy
1488,Drama Comedy
54318,Fantasy Adventure Family
6023,Drama Romance
26990,Comedy Drama Romance Family
6557,Comedy Romance
60141,Drama Foreign
4787,Crime Drama Thriller
33358,Comedy Romance
5259,Comedy Drama
8329,Horror Mystery
2312,Adventure Fantasy Action Drama
7191,Action Thriller Science Fiction
4170,Drama Thriller
8875,Horror Thriller
6933,Horror Mystery Thriller
7278,Comedy
27357,Animation Comedy
1479,Drama Crime
2282,Drama Romance
55294,Drama
7839,Comedy
8676,Romance Comedy Adventure
7992,Drama
7461,Drama Action Thriller Crime
25919,Comedy Drama Music
7942,Comedy Romance
6473,Action Adventure Thriller
7840,Adventure Action Drama Fantasy
8848,Thriller Crime Drama
8461,Horror Thriller Crime
2239,Drama Comedy Thriller
7985,Fantasy Comedy Romance
7343,Drama
6391,Drama Comedy Romance Foreign
8944,Comedy Drama
383,Drama
155,Drama Action Crime Thriller
36527,Drama Family
8456,Drama Action
8457,Comedy
8093,Drama
4942,Comedy Romance Drama
8988,Drama War
7944,Documentary Music
7351,Drama
8267,Drama Comedy Foreign
1266,Action Crime Drama Thriller
8827,Drama Comedy
7459,Action Family Science Fiction
38376,Drama
1729,Action Adventure Fantasy
9017,Action Adventure Horror
8780,Comedy
26232,Drama Fantasy Foreign Romance
8617,Crime Horror
6967,Drama
1726,Action Science Fiction Adventure
8681,Action Thriller
2454,Adventure Family Fantasy
217,Adventure Action
4564,Comedy Drama Romance
8645,Thriller Science Fiction
1724,Science Fiction Action Adventure
5759,Drama Comedy Horror
8909,Action Thriller Crime
8960,Fantasy Action
26354,Documentary
32263,Comedy Documentary
78321,Action Crime Drama
8359,Comedy Drama Family
80659,Comedy Romance
8847,Documentary
8265,Comedy
428,Drama Romance
9010,Comedy Crime Thriller
68259,Drama Foreign
4966,War Drama History Romance
572,Horror Mystery Thriller
6687,Thriller Crime Mystery
2002,Drama Romance
32666,Comedy Documentary
8836,Drama Mystery Science Fiction Thriller
70846,Drama Comedy Foreign
117129,Comedy Foreign Drama
4140,Documentary
1735,Adventure Action Fantasy
5038,Drama Romance
1661,Drama Comedy
2012,Drama
155796,Romance Drama
7446,Action Comedy
8885,Drama Animation War
5592,Comedy Drama Thriller
4944,Comedy Drama
102305,Drama
26431,Drama
3865,Drama
25795,Action Adventure Crime Drama Foreign Romance
8908,Documentary
4998,Drama
3041,Drama Romance
71139,Drama Documentary
8882,Drama Crime
3097,War Drama History Adventure Romance Thriller
4960,Drama
2397,Action Science Fiction
25741,Animation Family Adventure Drama Fantasy
69299,Drama Romance
8338,Drama Mystery Science Fiction Thriller
3580,Crime Drama Mystery
8938,Romance Drama
2588,Comedy Drama
4627,Action Fantasy Horror
8892,Drama Comedy
8905,Drama Thriller
8841,Drama
6972,Drama
8966,Adventure Fantasy Drama Romance
1964,Drama
8881,Drama History War
8880,Drama History War
25852,Comedy Drama Romance
8055,Drama Romance
5816,Comedy
2694,Drama Romance Foreign
4922,Fantasy Drama Thriller Mystery Romance
2253,Drama Thriller History War
51817,Drama
6936,Drama
4148,Drama Romance
